,number,value,datetime_start,datetime_complete,duration,params_activation,params_bottleneck_size,params_dropout_l1,params_dropout_l2,params_dropout_l3,params_dropout_l4,params_dropout_l5,params_lr,params_n_layers,params_optimizer,user_attrs_bottleneck,user_attrs_decoder_dropout1,user_attrs_decoder_dropout2,user_attrs_decoder_dropout3,user_attrs_decoder_dropout4,user_attrs_decoder_dropout5,user_attrs_decoder_final,user_attrs_decoder_layer1,user_attrs_decoder_layer2,user_attrs_decoder_layer3,user_attrs_decoder_layer4,user_attrs_decoder_layer5,user_attrs_encoder_dropout1,user_attrs_encoder_dropout2,user_attrs_encoder_dropout3,user_attrs_encoder_dropout4,user_attrs_encoder_dropout5,user_attrs_encoder_layer1,user_attrs_encoder_layer2,user_attrs_encoder_layer3,user_attrs_encoder_layer4,user_attrs_encoder_layer5,state
35,35,0.5862267017364502,2023-04-04 18:18:44.038479,2023-04-04 18:18:46.649737,0 days 00:00:02.611258,2,52,0.007619441805546079,0.05986130066384035,0.4681377116098797,0.17607913531269886,0.23531171081406232,0.0009636319215056406,5,Adam,"[48, 52]",0.007619441805546079,0.05986130066384035,0.4681377116098797,0.17607913531269886,0.23531171081406232,"[6031, 193]","[52, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.007619441805546079,0.05986130066384035,0.4681377116098797,0.17607913531269886,0.23531171081406232,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
36,36,0.26757732033729553,2023-04-04 18:18:46.650580,2023-04-04 18:20:34.867761,0 days 00:01:48.217181,2,63,0.04509027109657046,0.029168990476249837,0.3963652156955419,0.2290559653633335,0.21656432776720974,0.0002512132714627531,5,Adagrad,"[48, 63]",0.04509027109657046,0.029168990476249837,0.3963652156955419,0.2290559653633335,0.21656432776720974,"[6031, 193]","[63, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.04509027109657046,0.029168990476249837,0.3963652156955419,0.2290559653633335,0.21656432776720974,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
37,37,0.5316130518913269,2023-04-04 18:20:34.870054,2023-04-04 18:20:41.689057,0 days 00:00:06.819003,2,63,0.03880964341069015,0.03323549788920231,0.3930502957040639,0.23462938088598817,0.28009910450744446,0.0002165882779188957,5,Adagrad,"[48, 63]",0.03880964341069015,0.03323549788920231,0.3930502957040639,0.23462938088598817,0.28009910450744446,"[6031, 193]","[63, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.03880964341069015,0.03323549788920231,0.3930502957040639,0.23462938088598817,0.28009910450744446,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
38,38,0.9642582535743713,2023-04-04 18:20:41.689857,2023-04-04 18:20:44.194022,0 days 00:00:02.504165,2,53,0.031702072947084534,0.003728868217067055,0.4333265354828768,0.2880852843654788,0.2091535637362104,0.001853003944298279,5,Adagrad,"[48, 53]",0.031702072947084534,0.003728868217067055,0.4333265354828768,0.2880852843654788,0.2091535637362104,"[6031, 193]","[53, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.031702072947084534,0.003728868217067055,0.4333265354828768,0.2880852843654788,0.2091535637362104,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
39,39,0.9794988036155701,2023-04-04 18:20:44.194986,2023-04-04 18:20:46.596626,0 days 00:00:02.401640,1,76,0.08702846951177588,0.0602106199673775,0.38506443268898133,0.20988452345572858,0.29741444937230055,0.0003086585441429816,5,SGD,"[48, 76]",0.08702846951177588,0.0602106199673775,0.38506443268898133,0.20988452345572858,0.29741444937230055,"[6031, 193]","[76, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.08702846951177588,0.0602106199673775,0.38506443268898133,0.20988452345572858,0.29741444937230055,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
40,40,0.7197921872138977,2023-04-04 18:20:46.597705,2023-04-04 18:20:47.182279,0 days 00:00:00.584574,2,44,0.05911391872498334,0.04300180590979358,0.4613109419547952,0.09434557475024395,,7.991024943102051e-05,4,Adagrad,"[48, 44]",0.05911391872498334,0.04300180590979358,0.4613109419547952,0.09434557475024395,,"[3088, 193]","[44, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,0.05911391872498334,0.04300180590979358,0.4613109419547952,0.09434557475024395,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,PRUNED
41,41,0.6111040711402893,2023-04-04 18:20:47.182991,2023-04-04 18:20:49.689417,0 days 00:00:02.506426,2,66,0.10157183651802129,0.09760689641146661,0.4768364452775873,0.14927886186713762,0.19527782153930456,0.0003555537969563945,5,Adagrad,"[48, 66]",0.10157183651802129,0.09760689641146661,0.4768364452775873,0.14927886186713762,0.19527782153930456,"[6031, 193]","[66, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.10157183651802129,0.09760689641146661,0.4768364452775873,0.14927886186713762,0.19527782153930456,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
42,42,0.9915520548820496,2023-04-04 18:20:49.690246,2023-04-04 18:20:52.101007,0 days 00:00:02.410761,2,81,0.06458898320194166,0.07286886929938192,0.4998924077810688,0.2636422329779732,0.09805441838564356,0.00022164789426934163,5,SGD,"[48, 81]",0.06458898320194166,0.07286886929938192,0.4998924077810688,0.2636422329779732,0.09805441838564356,"[6031, 193]","[81, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.06458898320194166,0.07286886929938192,0.4998924077810688,0.2636422329779732,0.09805441838564356,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
43,43,0.2304660826921463,2023-04-04 18:20:52.101960,2023-04-04 18:22:40.303002,0 days 00:01:48.201042,2,58,0.0005657340837354058,0.11283179072252544,0.43205279389487306,0.18175127206664868,0.19412950504930399,0.0007612364968044032,5,Adagrad,"[48, 58]",0.0005657340837354058,0.11283179072252544,0.43205279389487306,0.18175127206664868,0.19412950504930399,"[6031, 193]","[58, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.0005657340837354058,0.11283179072252544,0.43205279389487306,0.18175127206664868,0.19412950504930399,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
44,44,40.0556755065918,2023-04-04 18:22:40.304110,2023-04-04 18:22:42.804281,0 days 00:00:02.500171,2,56,0.012537956477248544,0.06489499829944273,0.4291903521696137,0.205181273347373,0.2036167810542648,0.00611866240631674,5,Adagrad,"[48, 56]",0.012537956477248544,0.06489499829944273,0.4291903521696137,0.205181273347373,0.2036167810542648,"[6031, 193]","[56, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.012537956477248544,0.06489499829944273,0.4291903521696137,0.205181273347373,0.2036167810542648,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
45,45,0.26742634177207947,2023-04-04 18:22:42.806283,2023-04-04 18:24:31.020501,0 days 00:01:48.214218,2,73,0.035014032076414986,0.11727144600714011,0.4020978292615576,0.18407580918252897,0.19865064741976418,0.0008830232098826613,5,Adagrad,"[48, 73]",0.035014032076414986,0.11727144600714011,0.4020978292615576,0.18407580918252897,0.19865064741976418,"[6031, 193]","[73, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.035014032076414986,0.11727144600714011,0.4020978292615576,0.18407580918252897,0.19865064741976418,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
46,46,0.6782968640327454,2023-04-04 18:24:31.021581,2023-04-04 18:24:31.614130,0 days 00:00:00.592549,3,73,0.012959043753182797,0.12147407034095786,0.38659709412327375,0.22496565657953335,,0.0010345815779434788,4,Adagrad,"[48, 73]",0.012959043753182797,0.12147407034095786,0.38659709412327375,0.22496565657953335,,"[3088, 193]","[73, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,0.012959043753182797,0.12147407034095786,0.38659709412327375,0.22496565657953335,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,PRUNED
47,47,0.2627999484539032,2023-04-04 18:24:31.614945,2023-04-04 18:26:19.492291,0 days 00:01:47.877346,2,60,0.004762957725359107,0.11945657589412562,0.32188414432790136,0.28759229631231803,0.24667773389944767,0.00043851307298824476,5,Adagrad,"[48, 60]",0.004762957725359107,0.11945657589412562,0.32188414432790136,0.28759229631231803,0.24667773389944767,"[6031, 193]","[60, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.004762957725359107,0.11945657589412562,0.32188414432790136,0.28759229631231803,0.24667773389944767,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
48,48,0.6666458249092102,2023-04-04 18:26:19.493398,2023-04-04 18:26:19.703792,0 days 00:00:00.210394,0,46,0.026096687935500608,0.1620036912065519,,,,0.000557797462683369,2,RMSprop,"[48, 46]",0.026096687935500608,0.1620036912065519,,,,"[386, 193]","[46, 48]","[48, 386]",,,,0.026096687935500608,0.1620036912065519,,,,"[386, 48]","[193, 386]",,,,PRUNED
49,49,0.6876463890075684,2023-04-04 18:26:19.704496,2023-04-04 18:26:20.348803,0 days 00:00:00.644307,1,58,0.0006212353284627192,0.11965495738074892,0.33042525824232105,0.32866678613835676,,0.000428117877999637,4,Adagrad,"[48, 58]",0.0006212353284627192,0.11965495738074892,0.33042525824232105,0.32866678613835676,,"[3088, 193]","[58, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,0.0006212353284627192,0.11965495738074892,0.33042525824232105,0.32866678613835676,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,PRUNED
50,50,1.0192557573318481,2023-04-04 18:26:20.349649,2023-04-04 18:26:22.758202,0 days 00:00:02.408553,2,79,0.07598010402105138,0.16885100481373974,0.256116488481942,0.27958832623660723,0.2612198752078841,0.00012296405260358412,5,SGD,"[48, 79]",0.07598010402105138,0.16885100481373974,0.256116488481942,0.27958832623660723,0.2612198752078841,"[6031, 193]","[79, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.07598010402105138,0.16885100481373974,0.256116488481942,0.27958832623660723,0.2612198752078841,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
51,51,0.40027472376823425,2023-04-04 18:26:22.758940,2023-04-04 18:26:36.048069,0 days 00:00:13.289129,2,63,0.046915913447073146,0.14249748698229942,0.403892230863627,0.2499971614996302,0.23016373144468555,0.0008492685403769792,5,Adagrad,"[48, 63]",0.046915913447073146,0.14249748698229942,0.403892230863627,0.2499971614996302,0.23016373144468555,"[6031, 193]","[63, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.046915913447073146,0.14249748698229942,0.403892230863627,0.2499971614996302,0.23016373144468555,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
52,52,0.25129833817481995,2023-04-04 18:26:36.050268,2023-04-04 18:28:23.912387,0 days 00:01:47.862119,2,60,0.02931113085655747,0.12188626314631064,0.3524058817419887,0.18612604534353497,0.20858862491409288,0.00046998479112862946,5,Adagrad,"[48, 60]",0.02931113085655747,0.12188626314631064,0.3524058817419887,0.18612604534353497,0.20858862491409288,"[6031, 193]","[60, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.02931113085655747,0.12188626314631064,0.3524058817419887,0.18612604534353497,0.20858862491409288,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
53,53,0.6153619289398193,2023-04-04 18:28:23.913523,2023-04-04 18:28:26.422566,0 days 00:00:02.509043,2,74,0.00023817913508056288,0.1188096012507811,0.3711553630477803,0.18251991703984133,0.18759400300004264,0.0013608163341586959,5,Adagrad,"[48, 74]",0.00023817913508056288,0.1188096012507811,0.3711553630477803,0.18251991703984133,0.18759400300004264,"[6031, 193]","[74, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.00023817913508056288,0.1188096012507811,0.3711553630477803,0.18251991703984133,0.18759400300004264,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
54,54,0.49430033564567566,2023-04-04 18:28:26.423395,2023-04-04 18:28:31.090610,0 days 00:00:04.667215,2,59,0.02394479351199872,0.14118003692999687,0.3504452332110777,0.1376767625811155,0.2646879440684271,0.0004608464132958467,5,Adagrad,"[48, 59]",0.02394479351199872,0.14118003692999687,0.3504452332110777,0.1376767625811155,0.2646879440684271,"[6031, 193]","[59, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.02394479351199872,0.14118003692999687,0.3504452332110777,0.1376767625811155,0.2646879440684271,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
55,55,0.7101548910140991,2023-04-04 18:28:31.091432,2023-04-04 18:28:33.601111,0 days 00:00:02.509679,3,47,0.07182964806013026,0.17399826703959573,0.423467165578842,0.18179024146199654,0.22399893621878691,0.000814186487485792,5,Adagrad,"[48, 47]",0.07182964806013026,0.17399826703959573,0.423467165578842,0.18179024146199654,0.22399893621878691,"[6031, 193]","[47, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.07182964806013026,0.17399826703959573,0.423467165578842,0.18179024146199654,0.22399893621878691,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
56,56,0.5343219637870789,2023-04-04 18:28:33.602159,2023-04-04 18:28:34.705818,0 days 00:00:01.103659,2,41,0.09534884633920086,0.14831604514350138,0.2993621088766492,0.09529445034791521,,0.0022215788959678473,4,Adagrad,"[48, 41]",0.09534884633920086,0.14831604514350138,0.2993621088766492,0.09529445034791521,,"[3088, 193]","[41, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,0.09534884633920086,0.14831604514350138,0.2993621088766492,0.09529445034791521,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,PRUNED
57,57,0.9874070882797241,2023-04-04 18:28:34.706559,2023-04-04 18:28:37.325531,0 days 00:00:02.618972,2,55,0.021557075170966535,0.12239980948930843,0.37802307721225925,0.16119883374660574,0.302422270649297,0.0012595970775820715,5,Adam,"[48, 55]",0.021557075170966535,0.12239980948930843,0.37802307721225925,0.16119883374660574,0.302422270649297,"[6031, 193]","[55, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.021557075170966535,0.12239980948930843,0.37802307721225925,0.16119883374660574,0.302422270649297,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
58,58,1.009742259979248,2023-04-04 18:28:37.326293,2023-04-04 18:28:39.857251,0 days 00:00:02.530958,0,66,0.11762398517019558,0.1865155672039972,0.3413779775150019,0.13039468681796537,0.19874756350904352,0.0004843887481714712,5,RMSprop,"[48, 66]",0.11762398517019558,0.1865155672039972,0.3413779775150019,0.13039468681796537,0.19874756350904352,"[6031, 193]","[66, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.11762398517019558,0.1865155672039972,0.3413779775150019,0.13039468681796537,0.19874756350904352,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
59,59,0.21595419943332672,2023-04-04 18:28:39.858013,2023-04-04 18:30:33.607890,0 days 00:01:53.749877,2,73,0.05726084329777317,0.08171378109647465,0.35385529349162387,0.19508526168064638,0.4974646285489415,0.00034726844401764613,5,Adam,"[48, 73]",0.05726084329777317,0.08171378109647465,0.35385529349162387,0.19508526168064638,0.4974646285489415,"[6031, 193]","[73, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.05726084329777317,0.08171378109647465,0.35385529349162387,0.19508526168064638,0.4974646285489415,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
60,60,0.8394506573677063,2023-04-04 18:30:33.609253,2023-04-04 18:30:34.227694,0 days 00:00:00.618441,1,61,0.05894469770011751,0.08140382350269794,0.35643540497957515,0.19934691007621277,,0.00017893810163351303,4,Adam,"[48, 61]",0.05894469770011751,0.08140382350269794,0.35643540497957515,0.19934691007621277,,"[3088, 193]","[61, 48]","[48, 386]","[386, 1302]","[1302, 3088]",,0.05894469770011751,0.08140382350269794,0.35643540497957515,0.19934691007621277,,"[386, 48]","[1302, 386]","[3088, 1302]","[193, 3088]",,PRUNED
61,61,0.17864710092544556,2023-04-04 18:30:34.228485,2023-04-04 18:32:27.978903,0 days 00:01:53.750418,2,73,0.0365617871859346,0.09898371088080617,0.4099485729615844,0.14675642467998257,0.39915848634963746,0.0003713717192015718,5,Adam,"[48, 73]",0.0365617871859346,0.09898371088080617,0.4099485729615844,0.14675642467998257,0.39915848634963746,"[6031, 193]","[73, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.0365617871859346,0.09898371088080617,0.4099485729615844,0.14675642467998257,0.39915848634963746,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
62,62,0.2254074066877365,2023-04-04 18:32:27.980213,2023-04-04 18:34:21.457405,0 days 00:01:53.477192,2,80,0.08088984859111084,0.10257123555755107,0.37215507379326707,0.14662308189796783,0.49939359689000157,0.00037486760483514955,5,Adam,"[48, 80]",0.08088984859111084,0.10257123555755107,0.37215507379326707,0.14662308189796783,0.49939359689000157,"[6031, 193]","[80, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.08088984859111084,0.10257123555755107,0.37215507379326707,0.14662308189796783,0.49939359689000157,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
63,63,0.23288998007774353,2023-04-04 18:34:21.458499,2023-04-04 18:36:14.832995,0 days 00:01:53.374496,2,80,0.08487319705937604,0.09854805287944014,0.47658294495682496,0.15134551681432962,0.493918292766125,0.0003829828064154979,5,Adam,"[48, 80]",0.08487319705937604,0.09854805287944014,0.47658294495682496,0.15134551681432962,0.493918292766125,"[6031, 193]","[80, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.08487319705937604,0.09854805287944014,0.47658294495682496,0.15134551681432962,0.493918292766125,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
64,64,0.24635648727416992,2023-04-04 18:36:14.834329,2023-04-04 18:38:08.589484,0 days 00:01:53.755155,2,91,0.08299545079017062,0.08330494514475584,0.47603707720358496,0.11562897519987797,0.4811893390506831,0.00031654554980441987,5,Adam,"[48, 91]",0.08299545079017062,0.08330494514475584,0.47603707720358496,0.11562897519987797,0.4811893390506831,"[6031, 193]","[91, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.08299545079017062,0.08330494514475584,0.47603707720358496,0.11562897519987797,0.4811893390506831,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
65,65,0.2621613144874573,2023-04-04 18:38:08.590608,2023-04-04 18:40:02.322804,0 days 00:01:53.732196,2,94,0.13337461694220348,0.054435451252449016,0.43567063706026765,0.12224652902088268,0.49515374512699584,0.00020292941315615192,5,Adam,"[48, 94]",0.13337461694220348,0.054435451252449016,0.43567063706026765,0.12224652902088268,0.49515374512699584,"[6031, 193]","[94, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.13337461694220348,0.054435451252449016,0.43567063706026765,0.12224652902088268,0.49515374512699584,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",COMPLETE
66,66,0.7527410984039307,2023-04-04 18:40:02.323902,2023-04-04 18:40:04.954936,0 days 00:00:02.631034,3,83,0.08848908410571309,0.07998310770703318,0.44131345946597605,0.0797704855001681,0.4397957759942337,0.00013728845763893955,5,Adam,"[48, 83]",0.08848908410571309,0.07998310770703318,0.44131345946597605,0.0797704855001681,0.4397957759942337,"[6031, 193]","[83, 48]","[48, 386]","[386, 1302]","[1302, 3088]","[3088, 6031]",0.08848908410571309,0.07998310770703318,0.44131345946597605,0.0797704855001681,0.4397957759942337,"[386, 48]","[1302, 386]","[3088, 1302]","[6031, 3088]","[193, 6031]",PRUNED
